2019/06/16 22:52:51 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877073" "./SAMEA1877073" "-vv"]
2019/06/16 22:52:51 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 22:52:53 DEBUG : Keeping previous permissions for config file: -rw-r--r--
2019/06/16 22:52:53 DEBUG : onedrive-em: Saved new token in config file
2019/06/16 22:52:55 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877073: Modify window is 1s
Transferring:
 *                                      snps.bam: 84% /312.796M, 29.700k/s, 28m2s

2019/06/17 00:54:50 INFO  : 
Transferred:   325.388 MBytes (231.108 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:     24m1.7s
Transferring:
 *                                      snps.bam: 86% /312.796M, 248.283k/s, 2m48s

2019/06/17 00:55:50 INFO  : 
Transferred:   333.388 MBytes (227.330 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:     25m1.7s
Transferring:
 *                                      snps.bam: 89% /312.796M, 111.181k/s, 5m2s

2019/06/17 00:56:38 INFO  : snps.bam: Copied (new)
2019/06/17 00:56:38 INFO  : 
Transferred:   366.188 MBytes (242.028 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:    25m49.3s

2019/06/17 00:56:38 DEBUG : 6 go routines active
2019/06/17 00:56:38 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340898" "./SAMEA2340898" "-vv"]
2019/06/17 00:56:38 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340899" "./SAMEA2340899" "-vv"]
2019/06/17 00:56:38 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 00:56:41 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340899: Modify window is 1s
2019/06/17 00:56:42 INFO  : snps.bam.bai: Copied (new)
2019/06/17 00:56:42 INFO  : snps.bed: Copied (new)
2019/06/17 00:56:43 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 00:56:43 INFO  : snps.csv: Copied (new)
2019/06/17 00:56:46 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 00:56:47 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 00:56:47 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 00:56:48 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 00:56:49 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 00:56:49 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 00:56:49 INFO  : snps.depth.gz: Copied (new)
2019/06/17 00:56:49 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 00:56:49 INFO  : snps.gff: Copied (new)
2019/06/17 00:56:50 INFO  : snps.html: Copied (new)
2019/06/17 00:56:50 INFO  : snps.log: Copied (new)
2019/06/17 00:56:50 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 00:56:51 INFO  : snps.txt: Copied (new)
2019/06/17 00:56:51 INFO  : snps.vcf: Copied (new)
2019/06/17 00:56:51 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 00:56:51 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 00:56:51 INFO  : snps.tab: Copied (new)
2019/06/17 00:56:52 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 00:56:52 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 00:56:53 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 00:56:56 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 00:57:00 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 00:57:05 INFO  : reference/ref.fa: Copied (new)
2019/06/17 00:57:05 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340899: Waiting for checks to finish
2019/06/17 00:57:05 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340899: Waiting for transfers to finish
2019/06/17 00:57:06 INFO  : reference/ref.txt: Copied (new)
2019/06/17 00:57:07 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 00:57:07 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 00:57:10 INFO  : reference/ref.gff: Copied (new)
2019/06/17 00:57:12 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 00:57:12 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 00:57:13 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 00:57:41 INFO  : 
Transferred:   70.235 MBytes (1.118 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      1m2.8s
Transferring:
 *                                      snps.bam:  6% /459.295M, 1.320M/s, 5m23s

2019/06/17 00:58:21 INFO  : snps.bam: Copied (new)
2019/06/17 00:58:21 INFO  : 
Transferred:   497.534 MBytes (4.798 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:     1m43.6s

2019/06/17 00:58:21 DEBUG : 7 go routines active
2019/06/17 00:58:21 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340899" "./SAMEA2340899" "-vv"]
2019/06/17 00:58:21 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340900" "./SAMEA2340900" "-vv"]
2019/06/17 00:58:21 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 00:58:23 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340900: Modify window is 1s
2019/06/17 00:58:25 INFO  : snps.bed: Copied (new)
2019/06/17 00:58:25 INFO  : snps.bam.bai: Copied (new)
2019/06/17 00:58:25 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 00:58:26 INFO  : snps.csv: Copied (new)
2019/06/17 00:58:29 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 00:58:29 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 00:58:30 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 00:58:31 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 00:58:32 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 00:58:32 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 00:58:32 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 00:58:33 INFO  : snps.gff: Copied (new)
2019/06/17 00:58:33 INFO  : snps.depth.gz: Copied (new)
2019/06/17 00:58:33 INFO  : snps.html: Copied (new)
2019/06/17 00:58:33 INFO  : snps.log: Copied (new)
2019/06/17 00:58:34 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 00:58:34 INFO  : snps.tab: Copied (new)
2019/06/17 00:58:34 INFO  : snps.txt: Copied (new)
2019/06/17 00:58:34 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 00:58:34 INFO  : snps.vcf: Copied (new)
2019/06/17 00:58:35 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 00:58:35 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 00:58:36 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 00:58:36 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 00:58:38 INFO  : reference/ref.fa: Copied (new)
2019/06/17 00:58:38 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 00:58:38 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 00:58:38 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340900: Waiting for checks to finish
2019/06/17 00:58:38 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340900: Waiting for transfers to finish
2019/06/17 00:58:39 INFO  : reference/ref.txt: Copied (new)
2019/06/17 00:58:39 INFO  : reference/ref.gff: Copied (new)
2019/06/17 00:58:40 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 00:58:42 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 00:58:43 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 00:58:43 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 00:58:48 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 00:59:23 INFO  : 
Transferred:   182.237 MBytes (2.939 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:        1m2s
Transferring:
 *                                      snps.bam: 23% /603.172M, 4.637M/s, 1m39s

2019/06/17 01:00:12 INFO  : snps.bam: Copied (new)
2019/06/17 01:00:12 INFO  : 
Transferred:   641.413 MBytes (5.800 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:     1m50.5s

2019/06/17 01:00:12 DEBUG : 7 go routines active
2019/06/17 01:00:12 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340900" "./SAMEA2340900" "-vv"]
2019/06/17 01:00:12 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340901" "./SAMEA2340901" "-vv"]
2019/06/17 01:00:12 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 01:00:14 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340901: Modify window is 1s
2019/06/17 01:00:15 INFO  : snps.bed: Copied (new)
2019/06/17 01:00:15 INFO  : snps.bam.bai: Copied (new)
2019/06/17 01:00:17 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 01:00:18 INFO  : snps.csv: Copied (new)
2019/06/17 01:00:19 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 01:00:19 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 01:00:20 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 01:00:20 INFO  : snps.depth.gz: Copied (new)
2019/06/17 01:00:21 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 01:00:21 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 01:00:21 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 01:00:22 INFO  : snps.gff: Copied (new)
2019/06/17 01:00:22 INFO  : snps.html: Copied (new)
2019/06/17 01:00:22 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 01:00:23 INFO  : snps.log: Copied (new)
2019/06/17 01:00:23 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 01:00:23 INFO  : snps.txt: Copied (new)
2019/06/17 01:00:23 INFO  : snps.tab: Copied (new)
2019/06/17 01:00:24 INFO  : snps.vcf: Copied (new)
2019/06/17 01:00:24 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 01:00:24 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 01:00:25 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 01:00:25 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 01:00:25 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 01:00:26 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 01:00:27 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 01:00:29 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 01:00:29 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340901: Waiting for checks to finish
2019/06/17 01:00:29 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340901: Waiting for transfers to finish
2019/06/17 01:00:30 INFO  : reference/ref.txt: Copied (new)
2019/06/17 01:00:30 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 01:00:31 INFO  : reference/ref.gff: Copied (new)
2019/06/17 01:00:32 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 01:00:33 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 01:00:34 INFO  : reference/ref.fa: Copied (new)
2019/06/17 01:00:35 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 01:01:14 INFO  : 
Transferred:   64.277 MBytes (1.043 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      1m1.6s
Transferring:
 *                                      snps.bam:  2% /384.511M, 385.527k/s, 16m40s

2019/06/17 01:02:14 INFO  : 
Transferred:   72.277 MBytes (608.508 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      2m1.6s
Transferring:
 *                                      snps.bam:  4% /384.511M, 61.788k/s, 1h41m47s

2019/06/17 01:03:14 INFO  : 
Transferred:   80.277 MBytes (452.593 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      3m1.6s
Transferring:
 *                                      snps.bam:  6% /384.511M, 13.751k/s, 7h27m25s

2019/06/17 01:04:14 INFO  : 
Transferred:   96.277 MBytes (408.014 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      4m1.6s
Transferring:
 *                                      snps.bam: 10% /384.511M, 473.837k/s, 12m24s

2019/06/17 01:04:50 DEBUG : One drive root 'africanum_analysis/snippy/SAMEA2340901': Token expired but no uploads in progress - doing nothing
2019/06/17 01:05:14 INFO  : 
Transferred:   104.277 MBytes (354.011 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      5m1.6s
Transferring:
 *                                      snps.bam: 12% /384.511M, 122.659k/s, 46m49s

2019/06/17 01:06:14 INFO  : 
Transferred:   112.277 MBytes (317.928 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      6m1.6s
Transferring:
 *                                      snps.bam: 14% /384.511M, 32.275k/s, 2h53m42s

2019/06/17 01:07:14 INFO  : 
Transferred:   120.277 MBytes (292.114 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      7m1.6s
Transferring:
 *                                      snps.bam: 16% /384.511M, 13.211k/s, 6h54m1s

2019/06/17 01:08:14 INFO  : 
Transferred:   136.277 MBytes (289.741 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      8m1.6s
Transferring:
 *                                      snps.bam: 20% /384.511M, 133.911k/s, 38m48s

2019/06/17 01:09:14 INFO  : 
Transferred:   152.277 MBytes (287.894 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      9m1.6s
Transferring:
 *                                      snps.bam: 24% /384.511M, 254.569k/s, 19m20s

2019/06/17 01:10:14 INFO  : 
Transferred:   168.277 MBytes (286.415 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:     10m1.6s
Transferring:
 *                                      snps.bam: 29% /384.511M, 355.827k/s, 13m4s

2019/06/17 01:11:14 INFO  : 
Transferred:   176.277 MBytes (272.823 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:     11m1.6s
Transferring:
 *                                      snps.bam: 31% /384.511M, 228.595k/s, 19m44s

2019/06/17 01:12:14 INFO  : 
Transferred:   312.277 MBytes (443.125 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:     12m1.6s
Transferring:
 *                                      snps.bam: 66% /384.511M, 4.919M/s, 26s

2019/06/17 01:12:25 INFO  : snps.bam: Copied (new)
2019/06/17 01:12:25 INFO  : 
Transferred:   440.792 MBytes (615.743 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:      12m13s

2019/06/17 01:12:25 DEBUG : 6 go routines active
2019/06/17 01:12:25 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340901" "./SAMEA2340901" "-vv"]
2019/06/17 01:12:25 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340902" "./SAMEA2340902" "-vv"]
2019/06/17 01:12:25 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 01:12:26 DEBUG : Keeping previous permissions for config file: -rw-r--r--
2019/06/17 01:12:26 DEBUG : onedrive-em: Saved new token in config file
2019/06/17 01:12:28 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340902: Modify window is 1s
2019/06/17 01:12:30 INFO  : snps.bam.bai: Copied (new)
2019/06/17 01:12:30 INFO  : snps.bed: Copied (new)
2019/06/17 01:12:33 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 01:12:34 INFO  : snps.csv: Copied (new)
2019/06/17 01:12:34 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 01:12:34 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 01:12:35 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 01:12:35 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 01:12:36 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 01:12:36 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 01:12:36 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 01:12:37 INFO  : snps.gff: Copied (new)
2019/06/17 01:12:37 INFO  : snps.html: Copied (new)
2019/06/17 01:12:38 INFO  : snps.log: Copied (new)
2019/06/17 01:12:38 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 01:12:39 INFO  : snps.txt: Copied (new)
2019/06/17 01:12:40 INFO  : snps.tab: Copied (new)
2019/06/17 01:12:40 INFO  : snps.depth.gz: Copied (new)
2019/06/17 01:12:40 INFO  : snps.vcf: Copied (new)
2019/06/17 01:12:40 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 01:12:40 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 01:12:41 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 01:12:41 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 01:12:42 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 01:12:44 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 01:12:45 INFO  : reference/ref.fa: Copied (new)
2019/06/17 01:12:46 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 01:12:46 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340902: Waiting for checks to finish
2019/06/17 01:12:46 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340902: Waiting for transfers to finish
2019/06/17 01:12:47 INFO  : reference/ref.txt: Copied (new)
2019/06/17 01:12:47 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 01:12:48 INFO  : reference/ref.gff: Copied (new)
2019/06/17 01:12:48 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 01:12:49 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 01:12:51 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 01:12:54 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 01:13:27 INFO  : snps.bam: Copied (new)
2019/06/17 01:13:27 INFO  : 
Transferred:   332.143 MBytes (5.397 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:      1m1.5s

2019/06/17 01:13:27 DEBUG : 19 go routines active
2019/06/17 01:13:27 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340902" "./SAMEA2340902" "-vv"]
2019/06/17 01:13:27 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2340903" "./SAMEA2340903" "-vv"]
2019/06/17 01:13:27 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 01:13:28 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2340903: Modify window is 1s
2019/06/17 01:13:29 INFO  : snps.bed: Copied (new)
2019/06/17 01:13:29 INFO  : snps.bam.bai: Copied (new)
2019/06/17 01:13:30 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 01:13:30 INFO  : snps.csv: Copied (new)
2019/06/17 01:13:32 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 01:13:33 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 01:13:33 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 01:13:33 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 01:13:34 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 01:13:34 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 01:13:34 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 01:13:35 INFO  : snps.gff: Copied (new)
2019/06/17 01:13:35 INFO  : snps.html: Copied (new)
2019/06/17 01:13:35 INFO  : snps.depth.gz: Copied (new)
